issue,device,severity,urgent,rating,num_reviews,success_rate,experience_years,distance_km,response_time_min,base_price,service_type,availability,selected
broken_screen,printer,high,yes,1.6,1103,0.44,10,1.14,62,1598,shop_visit,available,1
not_working,laptop,medium,yes,2.7,2444,0.72,3,1.61,106,323,shop_visit,offline,0
wifi_issue,cctv,low,no,3.1,25,0.57,15,3.45,10,907,shop_visit,busy,0
wifi_issue,laptop,medium,yes,3.4,1761,0.58,15,5.42,96,2004,home_service,busy,1
overheating,laptop,low,yes,3.9,2459,0.59,2,4.37,11,2308,home_service,available,1
broken_screen,laptop,low,yes,3.5,628,0.47,15,13.44,28,2797,shop_visit,available,1
strange_noise,router,medium,no,4.0,2343,0.77,10,7.52,103,2189,home_service,busy,1
overheating,printer,medium,no,3.3,1239,0.62,0,7.22,64,2473,shop_visit,available,0
overheating,cctv,medium,no,1.8,731,0.92,10,3.25,80,1808,shop_visit,available,0
not_working,scanner,medium,no,2.5,1014,0.94,11,12.09,37,634,shop_visit,busy,1
slow_performance,cctv,low,yes,1.6,562,0.88,5,5.22,29,1168,home_service,available,1
wifi_issue,scanner,medium,yes,4.0,2676,0.36,10,7.1,42,1981,home_service,busy,0
wifi_issue,router,medium,yes,2.1,2334,0.34,13,10.2,41,1452,home_service,available,1
wifi_issue,scanner,low,no,3.9,902,0.35,12,7.98,62,417,home_service,busy,0
power_issue,laptop,medium,no,3.9,2164,0.93,4,4.85,54,1061,home_service,offline,1
broken_screen,desktop,high,no,5.0,411,0.78,3,5.99,113,409,home_service,available,0
not_working,desktop,low,no,3.1,1768,0.48,7,3.6,31,2940,shop_visit,busy,0
slow_performance,desktop,high,yes,3.7,75,0.94,14,4.66,75,634,home_service,available,1
power_issue,cctv,low,yes,3.8,406,0.3,14,4.62,72,1658,shop_visit,available,0
overheating,cctv,high,yes,4.3,1937,0.36,14,7.72,80,1107,home_service,available,0
not_working,printer,high,yes,2.5,2643,0.89,7,10.25,65,351,shop_visit,busy,0
slow_performance,laptop,high,yes,4.5,260,0.47,0,11.42,33,940,shop_visit,available,1
wifi_issue,laptop,high,no,2.2,1194,0.54,8,13.35,107,1341,home_service,busy,0
wifi_issue,printer,medium,yes,3.8,322,0.9,1,7.07,107,1441,home_service,available,0
not_working,printer,low,no,3.6,200,0.36,13,3.28,14,483,shop_visit,offline,0
overheating,desktop,high,no,2.8,1236,0.84,12,13.74,65,762,shop_visit,busy,1
wifi_issue,cctv,low,yes,2.8,2956,0.86,14,9.38,98,267,shop_visit,available,0
not_working,printer,low,no,1.7,1874,0.52,9,7.12,111,223,shop_visit,available,1
overheating,cctv,high,no,3.9,1117,0.78,11,12.96,84,633,home_service,offline,0
strange_noise,cctv,high,yes,3.7,2143,0.76,10,5.06,18,962,shop_visit,busy,1
wifi_issue,router,high,yes,3.7,550,0.49,4,5.48,89,2638,shop_visit,available,1
broken_screen,cctv,high,yes,3.7,2440,0.37,0,5.76,31,527,shop_visit,available,1
broken_screen,scanner,low,no,2.4,1967,0.71,0,8.45,54,2831,home_service,available,1
slow_performance,desktop,low,yes,4.1,2220,0.8,3,5.46,14,2055,shop_visit,available,0
strange_noise,cctv,medium,yes,1.5,1685,0.43,13,0.91,114,485,home_service,available,1
strange_noise,laptop,low,no,1.5,2784,0.65,9,8.67,10,2747,shop_visit,available,1
slow_performance,laptop,high,yes,4.4,826,0.65,10,14.52,7,830,shop_visit,offline,1
broken_screen,desktop,high,yes,4.7,567,0.86,15,3.49,69,2700,home_service,busy,1
broken_screen,laptop,medium,no,2.8,2203,0.76,11,1.85,118,1994,shop_visit,available,1
overheating,laptop,medium,no,4.3,1694,0.57,2,0.86,38,2847,home_service,available,1
power_issue,scanner,low,no,4.1,1417,0.51,15,1.41,93,997,home_service,available,0
not_working,cctv,low,no,3.8,2091,0.79,11,4.49,62,235,shop_visit,available,1
wifi_issue,printer,high,yes,3.5,2557,0.64,12,7.87,107,460,shop_visit,busy,1
not_working,scanner,medium,no,3.9,2711,0.65,14,1.11,118,702,home_service,available,0
not_working,laptop,low,yes,3.3,2483,0.53,10,1.73,30,2400,shop_visit,busy,1
overheating,scanner,low,yes,4.9,2221,0.69,7,10.82,96,712,shop_visit,available,0
overheating,printer,high,yes,2.2,2000,0.9,10,5.45,112,2054,shop_visit,busy,0
power_issue,router,low,no,4.2,298,0.43,7,1.47,102,1494,home_service,offline,0
slow_performance,desktop,low,yes,4.1,2687,0.76,0,2.28,57,637,shop_visit,available,1
slow_performance,cctv,low,yes,2.6,1463,0.4,2,7.81,70,1302,shop_visit,offline,0
broken_screen,laptop,low,yes,4.2,718,0.61,0,8.64,8,2391,home_service,available,1
power_issue,printer,high,no,1.8,950,0.95,15,4.52,52,314,shop_visit,busy,0
slow_performance,laptop,medium,yes,4.8,1780,0.94,6,7.03,55,2659,home_service,available,1
wifi_issue,cctv,high,no,4.2,1262,0.52,4,2.08,97,951,home_service,available,0
slow_performance,cctv,high,no,2.4,2880,0.64,2,12.35,78,1849,shop_visit,available,0
wifi_issue,scanner,low,yes,3.9,1547,0.41,12,7.85,6,2776,shop_visit,available,0
power_issue,scanner,high,no,2.3,634,0.79,4,4.38,111,2839,home_service,offline,1
wifi_issue,scanner,low,no,4.4,838,0.44,10,2.95,115,2349,shop_visit,available,0
not_working,cctv,low,yes,2.1,1259,0.92,5,0.52,114,369,shop_visit,busy,0
wifi_issue,cctv,low,yes,1.7,711,0.43,15,7.46,94,490,home_service,offline,0
power_issue,laptop,low,no,4.8,800,0.48,4,9.71,20,2428,shop_visit,busy,0
slow_performance,router,low,yes,3.6,2969,0.76,14,1.15,72,1965,shop_visit,available,1
power_issue,printer,medium,yes,4.6,2944,0.87,6,3.68,80,1045,home_service,available,0
power_issue,printer,medium,no,1.6,2162,0.57,1,14.03,62,743,shop_visit,offline,0
not_working,printer,medium,yes,2.5,2457,0.91,15,0.69,82,378,home_service,available,1
overheating,router,low,no,2.6,2985,0.63,12,14.33,111,1486,home_service,available,0
power_issue,scanner,medium,no,3.1,586,0.59,4,5.94,53,1634,home_service,busy,0
not_working,scanner,medium,yes,2.1,2833,0.69,5,1.24,64,344,home_service,busy,0
overheating,router,low,yes,2.9,2523,0.62,2,6.17,7,1457,shop_visit,available,1
slow_performance,scanner,high,no,4.4,2018,0.47,11,5.16,43,2456,home_service,available,1
wifi_issue,desktop,low,yes,2.2,1569,0.7,7,13.66,11,898,home_service,busy,0
wifi_issue,cctv,low,no,3.0,2134,0.55,0,11.54,78,1542,shop_visit,busy,0
slow_performance,laptop,high,yes,4.7,2642,0.48,7,13.3,65,521,home_service,available,1
overheating,laptop,high,yes,4.5,1049,0.76,1,10.85,37,2317,home_service,available,1
not_working,desktop,high,no,4.1,1568,0.41,4,6.12,87,1901,home_service,available,1
strange_noise,router,low,yes,4.6,395,0.65,1,5.51,104,2051,home_service,offline,0
broken_screen,scanner,medium,no,2.0,594,0.52,12,8.27,55,2623,shop_visit,busy,1
not_working,printer,low,yes,3.0,1916,0.58,7,14.06,35,877,home_service,available,0
slow_performance,desktop,medium,no,1.6,2795,0.4,2,10.28,110,1630,shop_visit,available,1
not_working,scanner,medium,no,4.4,1343,0.54,0,11.61,96,1111,shop_visit,available,0
slow_performance,router,medium,yes,4.8,552,0.35,2,12.86,63,2255,home_service,available,1
overheating,scanner,low,yes,2.6,901,0.88,8,13.78,103,2591,shop_visit,busy,1
strange_noise,router,low,no,4.3,2683,0.85,0,4.3,112,976,home_service,available,1
broken_screen,laptop,high,yes,2.1,2097,0.49,10,7.35,105,2306,shop_visit,busy,0
overheating,router,high,yes,2.9,535,0.66,2,1.9,34,2294,shop_visit,available,1
broken_screen,desktop,high,no,2.5,275,0.48,13,1.77,6,541,shop_visit,busy,1
not_working,scanner,medium,no,4.5,471,0.79,14,8.7,74,1949,home_service,available,0
power_issue,laptop,high,no,3.1,202,0.41,11,10.48,83,866,shop_visit,available,0
broken_screen,desktop,high,no,3.8,2657,0.5,4,9.47,101,1719,shop_visit,available,0
overheating,laptop,low,no,3.0,2125,0.88,9,12.66,29,2435,shop_visit,busy,0
strange_noise,scanner,low,yes,3.9,1911,0.45,10,9.65,100,1861,home_service,available,1
not_working,desktop,medium,no,5.0,956,0.47,13,1.89,85,671,shop_visit,available,1
strange_noise,printer,medium,no,4.2,2713,0.68,9,13.87,111,1175,home_service,busy,1
slow_performance,router,high,yes,1.9,307,0.35,10,5.91,25,2191,home_service,busy,0
not_working,laptop,low,yes,4.3,31,0.81,12,0.75,83,2065,home_service,available,1
wifi_issue,printer,high,yes,3.6,2748,0.83,11,10.65,62,2752,shop_visit,available,1
strange_noise,scanner,medium,yes,2.8,2653,0.66,3,4.63,7,1242,shop_visit,busy,1
slow_performance,desktop,low,no,4.2,1530,0.41,3,8.38,47,2915,shop_visit,available,0
broken_screen,scanner,high,no,4.8,53,0.52,11,0.66,114,290,shop_visit,available,0
power_issue,printer,low,no,3.9,538,0.39,8,12.1,18,1575,shop_visit,available,0
wifi_issue,printer,medium,yes,1.9,2770,0.74,9,3.86,41,1627,shop_visit,offline,0
overheating,router,high,no,2.0,793,0.84,5,7.05,18,1007,home_service,offline,0
strange_noise,scanner,low,no,1.9,2548,0.77,1,12.0,104,2341,shop_visit,busy,1
wifi_issue,desktop,medium,no,2.1,2400,0.55,7,9.99,31,2318,shop_visit,available,0
wifi_issue,scanner,medium,no,4.9,1775,0.32,0,5.64,91,1901,home_service,available,1
strange_noise,laptop,high,yes,4.0,1969,0.72,8,9.75,62,2131,home_service,busy,1
power_issue,desktop,high,yes,2.7,2155,0.83,1,11.69,95,2376,home_service,busy,0
strange_noise,scanner,medium,yes,2.8,1657,0.86,10,5.97,48,2064,shop_visit,available,0
slow_performance,printer,medium,no,4.4,2641,0.94,6,10.78,48,2389,home_service,available,1
not_working,router,high,yes,2.9,297,0.64,9,6.03,50,1602,shop_visit,busy,1
overheating,scanner,medium,yes,3.9,1042,0.93,7,0.74,105,2790,home_service,available,1
slow_performance,laptop,high,yes,2.3,517,0.48,10,1.89,52,603,shop_visit,offline,0
overheating,scanner,high,no,1.6,55,0.72,11,11.95,65,2270,home_service,offline,0
overheating,laptop,low,no,4.6,1862,0.36,14,14.8,119,2530,home_service,busy,0
strange_noise,scanner,high,yes,3.6,176,0.86,4,9.22,113,2474,home_service,busy,1
overheating,printer,high,no,4.2,420,0.55,0,13.24,118,2846,home_service,busy,0
strange_noise,cctv,medium,yes,4.1,2545,0.91,0,2.43,100,1650,shop_visit,available,1
wifi_issue,cctv,low,yes,3.5,2683,0.42,9,10.01,96,265,shop_visit,busy,0
wifi_issue,scanner,high,no,4.6,1808,0.48,9,6.47,106,2197,home_service,available,0
slow_performance,desktop,low,yes,3.0,488,0.83,1,10.51,41,1385,shop_visit,busy,1
not_working,desktop,low,yes,3.9,1887,0.57,4,10.4,6,1265,home_service,available,1
wifi_issue,router,medium,yes,3.2,2206,0.42,10,1.47,79,2865,home_service,available,0
wifi_issue,cctv,medium,no,3.8,1314,0.42,13,7.6,92,395,home_service,available,0
broken_screen,router,low,yes,1.9,1231,0.48,1,9.48,75,523,shop_visit,available,1
power_issue,desktop,low,yes,3.3,174,0.5,3,8.71,24,2553,home_service,busy,1
not_working,router,low,no,3.7,749,0.84,0,13.72,95,2502,shop_visit,available,1
overheating,scanner,low,no,2.7,634,0.57,6,4.65,68,2657,home_service,busy,0
wifi_issue,laptop,medium,no,2.0,358,0.56,4,4.0,5,2710,shop_visit,available,1
not_working,laptop,high,yes,1.5,349,0.82,15,12.33,7,800,shop_visit,available,0
broken_screen,cctv,medium,no,1.6,1806,0.93,11,9.69,63,964,home_service,available,0
power_issue,printer,low,yes,4.0,2334,0.71,8,8.85,31,1566,home_service,available,0
broken_screen,desktop,low,yes,4.4,1135,0.88,6,9.29,47,1053,shop_visit,busy,1
not_working,desktop,high,no,2.2,1285,0.39,14,9.12,99,2914,home_service,busy,1
broken_screen,desktop,medium,no,1.9,1892,0.83,1,0.93,11,1050,shop_visit,busy,0
not_working,router,high,no,3.0,373,0.34,15,12.89,103,2383,shop_visit,available,0
slow_performance,printer,low,yes,3.8,2950,0.46,11,7.16,116,2257,shop_visit,available,0
strange_noise,scanner,high,yes,3.4,1703,0.51,8,13.55,98,811,home_service,available,1
strange_noise,laptop,medium,no,1.6,1631,0.8,6,0.83,62,345,shop_visit,available,1
overheating,desktop,medium,no,2.2,998,0.79,8,7.94,80,1732,shop_visit,available,1
overheating,desktop,medium,yes,1.8,780,0.45,12,14.54,67,2562,home_service,busy,1
strange_noise,cctv,medium,yes,2.2,1175,0.5,8,9.66,59,2818,shop_visit,busy,0
not_working,desktop,low,yes,4.0,17,0.52,6,12.02,9,2953,home_service,available,1
strange_noise,printer,high,no,3.0,2468,0.89,13,5.81,33,1521,shop_visit,busy,1
slow_performance,printer,medium,yes,3.5,1493,0.53,12,10.51,37,2561,home_service,available,1
overheating,router,low,no,3.4,2863,0.62,2,0.67,62,608,shop_visit,available,0
strange_noise,laptop,medium,yes,4.9,1620,0.62,2,9.3,93,956,shop_visit,available,1
strange_noise,router,high,no,3.1,2627,0.35,3,0.85,52,1098,home_service,available,1
overheating,printer,low,no,4.8,1088,0.46,3,4.42,119,1208,home_service,busy,0
not_working,router,low,yes,1.6,1794,0.76,0,14.9,19,2528,shop_visit,available,0
broken_screen,printer,low,yes,3.9,2658,0.56,15,1.72,47,795,home_service,available,0
slow_performance,scanner,medium,no,1.9,2232,0.81,10,1.38,116,1231,home_service,busy,0
slow_performance,laptop,high,yes,1.8,1542,0.47,3,10.56,56,558,home_service,busy,0
slow_performance,router,low,no,3.4,2886,0.55,12,8.49,49,1592,home_service,available,1
overheating,router,high,no,4.7,1405,0.88,13,12.22,117,1056,shop_visit,available,1
broken_screen,printer,high,yes,4.5,2318,0.6,3,6.34,49,1589,shop_visit,busy,1
strange_noise,laptop,high,yes,4.2,1651,0.84,14,7.41,74,2743,shop_visit,offline,0
overheating,laptop,high,yes,3.3,1582,0.75,8,10.87,71,227,shop_visit,available,0
wifi_issue,desktop,medium,no,1.9,1780,0.92,10,3.66,113,215,home_service,busy,0
broken_screen,printer,low,no,2.8,987,0.71,4,6.14,67,237,shop_visit,available,0
broken_screen,scanner,medium,yes,4.8,375,0.47,8,5.48,19,1845,shop_visit,available,1
overheating,cctv,high,no,2.2,201,0.48,6,2.15,52,856,home_service,available,0
strange_noise,desktop,medium,no,3.1,1743,0.58,4,13.11,23,1532,home_service,offline,0
power_issue,scanner,high,yes,2.8,2955,0.42,1,14.6,67,877,shop_visit,busy,0
power_issue,laptop,low,yes,2.7,283,0.42,15,11.66,98,1212,shop_visit,busy,0
wifi_issue,printer,low,yes,4.2,82,0.58,10,1.01,51,888,shop_visit,available,1
overheating,scanner,high,no,4.0,1083,0.5,13,3.12,115,2770,home_service,available,1
wifi_issue,router,high,yes,4.5,1819,0.6,14,5.23,45,336,home_service,available,1
not_working,desktop,low,yes,4.6,605,0.55,11,10.75,55,1539,shop_visit,available,1
strange_noise,cctv,medium,no,1.9,1817,0.55,9,3.02,83,2836,home_service,busy,0
broken_screen,laptop,medium,yes,4.3,2277,0.82,13,1.88,20,1796,home_service,available,0
strange_noise,scanner,medium,yes,2.6,1000,0.4,13,14.24,94,2733,home_service,available,0
power_issue,printer,medium,yes,1.6,709,0.42,4,9.13,100,1500,home_service,available,0
strange_noise,scanner,high,no,4.2,2890,0.78,14,7.25,73,1514,shop_visit,available,0
wifi_issue,router,medium,yes,3.5,2406,0.35,4,12.52,38,2636,home_service,available,0
wifi_issue,laptop,low,yes,4.0,2437,0.81,15,3.95,59,793,shop_visit,busy,1
slow_performance,scanner,low,yes,2.5,1769,0.31,6,14.03,92,2407,home_service,available,1
not_working,cctv,high,yes,2.7,1102,0.3,5,6.86,110,1219,home_service,busy,1
slow_performance,cctv,low,yes,4.3,1824,0.8,5,5.78,109,998,home_service,available,1
broken_screen,scanner,medium,yes,5.0,1679,0.62,15,13.76,11,2849,shop_visit,offline,0
slow_performance,printer,medium,no,3.0,446,0.51,11,14.81,97,421,home_service,available,1
wifi_issue,printer,high,no,1.9,1087,0.37,0,9.37,39,1298,shop_visit,busy,0
strange_noise,router,medium,no,2.2,209,0.94,4,1.54,93,370,home_service,busy,1
wifi_issue,printer,high,no,2.9,1746,0.75,1,13.57,38,2213,shop_visit,busy,1
strange_noise,router,medium,yes,4.9,1720,0.36,1,3.65,63,689,home_service,available,1
overheating,scanner,medium,yes,2.8,2154,0.38,12,3.55,64,282,shop_visit,busy,1
wifi_issue,laptop,low,no,4.2,361,0.42,11,4.69,17,922,home_service,available,1
not_working,laptop,medium,yes,4.7,1469,0.56,4,1.73,10,347,home_service,available,1
power_issue,printer,medium,yes,2.0,1372,0.49,0,5.36,9,1467,shop_visit,busy,0
power_issue,scanner,medium,yes,4.1,1916,0.37,9,1.32,42,1281,shop_visit,available,1
strange_noise,router,medium,yes,2.3,1262,0.45,12,8.44,33,909,shop_visit,available,1
overheating,scanner,high,no,3.3,2466,0.43,4,11.49,103,1643,home_service,available,0
strange_noise,cctv,high,no,3.0,1610,0.84,7,11.5,77,1968,home_service,available,1
power_issue,printer,high,yes,2.4,900,0.58,12,2.95,36,408,home_service,busy,1
wifi_issue,cctv,high,no,2.7,713,0.46,0,5.81,58,538,shop_visit,available,1
strange_noise,scanner,medium,yes,3.3,2933,0.93,7,9.04,43,1743,shop_visit,busy,0
not_working,scanner,high,no,3.9,328,0.81,14,3.5,111,696,home_service,available,1
overheating,printer,medium,yes,2.3,50,0.68,2,9.19,104,1540,home_service,busy,1
wifi_issue,desktop,low,yes,2.5,2139,0.63,12,6.01,81,1071,home_service,busy,0
slow_performance,desktop,medium,yes,2.1,1888,0.86,10,3.76,109,544,shop_visit,busy,1
slow_performance,cctv,high,no,2.1,1643,0.62,15,10.11,99,2495,home_service,busy,0
strange_noise,desktop,high,yes,3.1,1528,0.4,5,12.68,98,2740,shop_visit,available,0
wifi_issue,printer,low,yes,3.2,1245,0.66,8,6.72,17,2151,home_service,available,1
wifi_issue,cctv,high,yes,3.1,2495,0.92,0,13.84,97,1230,shop_visit,available,0
power_issue,printer,medium,no,4.3,670,0.52,12,13.78,64,2497,home_service,available,1
strange_noise,cctv,medium,yes,4.7,590,0.41,2,8.4,72,1635,home_service,busy,1
slow_performance,scanner,medium,no,4.8,2551,0.72,9,3.64,23,2595,home_service,available,0
wifi_issue,desktop,high,yes,4.6,525,0.49,8,9.48,52,1980,shop_visit,busy,1
slow_performance,scanner,high,no,4.1,643,0.72,14,8.44,33,1260,shop_visit,available,1
power_issue,desktop,high,no,2.6,2356,0.9,5,2.19,9,1893,home_service,available,0
power_issue,printer,low,no,1.9,139,0.8,1,4.13,57,433,home_service,available,0
strange_noise,scanner,high,no,3.0,1496,0.59,14,5.32,17,2921,shop_visit,busy,0
broken_screen,desktop,high,no,4.6,1962,0.44,4,6.69,12,1540,shop_visit,busy,1
overheating,printer,medium,no,3.5,1786,0.91,0,6.85,29,1562,home_service,available,1
slow_performance,printer,high,no,3.6,594,0.58,13,9.88,68,602,shop_visit,available,0
broken_screen,router,low,no,2.3,687,0.66,13,0.99,74,1463,shop_visit,offline,0
strange_noise,desktop,medium,no,1.9,202,0.35,11,6.63,33,2952,shop_visit,busy,0
slow_performance,desktop,high,no,2.3,2332,0.4,6,7.38,72,1469,shop_visit,available,0
broken_screen,desktop,low,no,2.9,1978,0.65,11,11.65,76,2833,shop_visit,busy,0
broken_screen,router,high,no,3.6,2938,0.4,2,8.71,84,952,shop_visit,available,1
wifi_issue,laptop,medium,no,1.8,2227,0.58,6,5.5,87,2158,shop_visit,busy,0
not_working,laptop,low,yes,3.0,387,0.42,11,4.89,25,1104,shop_visit,busy,0
wifi_issue,printer,medium,yes,2.4,1287,0.66,10,6.09,20,804,shop_visit,available,1
not_working,printer,high,yes,2.4,2040,0.92,15,3.86,70,743,shop_visit,available,1
strange_noise,cctv,low,no,2.2,1766,0.53,7,7.88,36,449,shop_visit,available,0
slow_performance,cctv,high,yes,4.9,2971,0.43,4,3.85,120,619,home_service,available,1
strange_noise,router,low,no,3.9,934,0.36,1,1.89,62,1292,shop_visit,available,1
slow_performance,scanner,medium,no,4.7,1292,0.54,3,2.7,108,1892,home_service,busy,1
wifi_issue,cctv,high,no,4.3,2878,0.6,12,9.36,111,2309,shop_visit,available,1
not_working,scanner,high,yes,3.0,823,0.5,7,13.78,8,599,shop_visit,available,0
overheating,scanner,high,no,4.5,1670,0.55,6,9.09,93,1906,home_service,offline,1
wifi_issue,desktop,low,no,2.8,971,0.7,10,6.55,34,396,shop_visit,available,0
wifi_issue,scanner,high,no,4.5,1181,0.61,2,2.08,115,2720,shop_visit,available,0
broken_screen,printer,medium,yes,2.6,782,0.55,14,13.53,60,2726,home_service,available,0
overheating,desktop,medium,yes,4.2,2094,0.68,11,3.95,47,1639,shop_visit,available,1
broken_screen,desktop,low,yes,2.0,407,0.49,1,11.76,101,2424,shop_visit,available,1
overheating,scanner,medium,no,1.9,2675,0.9,2,11.33,8,1469,home_service,busy,1
strange_noise,laptop,medium,yes,4.0,719,0.61,11,4.45,31,2146,home_service,available,1
slow_performance,laptop,low,yes,1.5,2821,0.72,9,13.33,103,2458,home_service,busy,0
strange_noise,laptop,medium,yes,2.2,1231,0.58,6,14.85,67,458,home_service,available,0
not_working,laptop,medium,no,2.5,1263,0.4,11,12.36,18,1225,home_service,busy,0
strange_noise,desktop,low,yes,3.5,363,0.32,14,3.01,40,849,home_service,available,0
overheating,laptop,high,no,4.3,1823,0.95,2,3.92,5,642,shop_visit,offline,0
broken_screen,cctv,low,yes,4.8,974,0.35,9,3.46,49,904,shop_visit,offline,0
strange_noise,desktop,low,no,4.4,1091,0.69,1,5.67,49,1833,home_service,busy,1
slow_performance,scanner,low,no,4.6,501,0.79,0,12.37,6,1711,shop_visit,available,1
wifi_issue,cctv,medium,yes,2.0,1419,0.51,4,13.55,52,2952,home_service,available,1
broken_screen,printer,medium,no,3.1,2030,0.48,13,6.41,16,2751,shop_visit,busy,1
